Nome do Repositório,Descrição,URL,Criado em,Idade do Repositório (dias),Última Atualização,Tempo desde última atualização (dias),Linguagem Principal,Total PRs Mesclados,Total de Releases,Total de Issues,Total de Issues Fechadas
PythonDataScienceHandbook,Python Data Science Handbook: full text in Jupyter Notebooks,https://github.com/jakevdp/PythonDataScienceHandbook,10-08-2016,3120,26-06-2024,243,Jupyter Notebook,28,0,199,78
query,"🤖 Powerful asynchronous state management, server-state utilities and data fetching for the web. TS/JS, React Query, Solid Query, Svelte Query and Vue Query.",https://github.com/TanStack/query,10-09-2019,1994,23-02-2025,1,TypeScript,2452,1000,2030,1981
fuels-ts,Fuel Network Typescript SDK,https://github.com/FuelLabs/fuels-ts,03-09-2021,1270,23-02-2025,1,TypeScript,1856,143,1400,1315
pocketbase,Open Source realtime backend in 1 file,https://github.com/pocketbase/pocketbase,05-07-2022,965,21-02-2025,3,Go,49,195,1719,1699
fuels-rs,Fuel Network Rust SDK,https://github.com/FuelLabs/fuels-rs,31-10-2021,1212,22-02-2025,2,Rust,858,110,635,551
hyper,A terminal built on web technologies,https://github.com/vercel/hyper,01-07-2016,3160,14-08-2024,194,TypeScript,3291,88,3787,2868
parcel,The zero configuration build tool for the web. 📦🚀,https://github.com/parcel-bundler/parcel,07-08-2017,2758,24-02-2025,0,JavaScript,2577,39,5417,4903
htmx,</> htmx - high power tools for HTML,https://github.com/bigskysoftware/htmx,13-04-2020,1778,22-02-2025,2,JavaScript,872,24,1488,932
awesome-react-components,Curated List of React Components & Libraries.,https://github.com/brillout/awesome-react-components,24-06-2016,3167,12-08-2024,196,N/A,324,0,51,44
zx,A tool for writing better scripts,https://github.com/google/zx,05-05-2021,1391,23-02-2025,1,JavaScript,375,79,465,454
TensorFlow-Examples,TensorFlow Tutorial and Examples for Beginners (support TF v1 & v2),https://github.com/aymericdamien/TensorFlow-Examples,11-11-2015,3393,26-07-2024,213,Jupyter Notebook,88,0,236,70
build-web-application-with-golang,A golang ebook intro how to build a web with golang,https://github.com/astaxie/build-web-application-with-golang,02-08-2012,4589,12-05-2024,288,Go,757,0,302,182
babel,🐠 Babel is a compiler for writing next generation JavaScript.,https://github.com/babel/babel,28-09-2014,3802,23-02-2025,1,TypeScript,6062,426,8919,8290
Fooocus,Focus on prompting and generating,https://github.com/lllyasviel/Fooocus,09-08-2023,565,24-01-2025,31,Python,447,21,1566,1366
retrofit,A type-safe HTTP client for Android and the JVM,https://github.com/square/retrofit,06-09-2010,5285,13-02-2025,11,HTML,1048,2,2731,2608
CppCoreGuidelines,"The C++ Core Guidelines are a set of tried-and-true guidelines, rules, and best practices about coding in C++",https://github.com/isocpp/CppCoreGuidelines,19-08-2015,3477,16-01-2025,39,CSS,807,4,1196,951
discourse,"A platform for community discussion. Free, open, simple.",https://github.com/discourse/discourse,12-01-2013,4426,24-02-2025,0,Ruby,27431,0,0,0
frontend-dev-bookmarks,Manually curated collection of resources for frontend web developers.,https://github.com/dypsilon/frontend-dev-bookmarks,22-06-2013,4265,21-05-2024,279,N/A,129,1,107,82
jadx,Dex to Java decompiler,https://github.com/skylot/jadx,18-03-2013,4361,23-02-2025,1,Java,525,30,1799,1388
open-source-mac-os-apps,🚀 Awesome list of open source applications for macOS. https://t.me/s/opensourcemacosapps,https://github.com/serhii-londar/open-source-mac-os-apps,03-11-2017,2670,15-10-2024,132,N/A,523,0,206,158
awesome-java,"A curated list of awesome frameworks, libraries and software for the Java programming language.",https://github.com/akullpp/awesome-java,09-07-2014,3883,31-01-2025,24,N/A,691,0,135,133
text-generation-webui,A Gradio web UI for Large Language Models with support for multiple inference backends.,https://github.com/oobabooga/text-generation-webui,21-12-2022,796,18-02-2025,6,Python,1076,58,3798,3587
brew,🍺 The missing package manager for macOS (or Linux),https://github.com/Homebrew/brew,06-03-2016,3277,24-02-2025,0,Ruby,12086,411,4627,4553
react-use,React Hooks — 👍,https://github.com/streamich/react-use,27-10-2018,2312,23-02-2025,1,TypeScript,1520,256,587,244
react-hook-form,📋 React Hooks for form state management and validation (Web + React Native),https://github.com/react-hook-form/react-hook-form,05-03-2019,2183,22-02-2025,2,TypeScript,1995,564,4643,4605
grpc,"The C based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)",https://github.com/grpc/grpc,08-12-2014,3731,23-02-2025,1,C++,19590,338,11599,10925
lx-music-desktop,一个基于 electron 的音乐软件,https://github.com/lyswhut/lx-music-desktop,14-08-2019,2021,22-02-2025,2,TypeScript,78,109,1999,1183
kubernetes-the-hard-way,Bootstrap Kubernetes the hard way. No scripts.,https://github.com/kelseyhightower/kubernetes-the-hard-way,07-07-2016,3154,21-11-2024,95,N/A,71,0,421,300
front-end-interview-handbook,🌐 Front End interview preparation materials for busy engineers,https://github.com/yangshun/front-end-interview-handbook,13-01-2018,2599,17-02-2025,7,MDX,310,0,100,87
lazydocker,The lazier way to manage everything docker,https://github.com/jesseduffield/lazydocker,18-05-2019,2109,22-12-2024,64,Go,186,42,342,185
Leaflet,🍃 JavaScript library for mobile-friendly interactive maps 🇺🇦,https://github.com/Leaflet/Leaflet,22-09-2010,5269,20-02-2025,4,JavaScript,2998,31,5219,4804
Rocket.Chat,The communications platform that puts data protection first.,https://github.com/RocketChat/Rocket.Chat,19-05-2015,3569,21-02-2025,3,TypeScript,13571,1000,16133,13606
vaultwarden,"Unofficial Bitwarden compatible server written in Rust, formerly known as bitwarden_rs",https://github.com/dani-garcia/vaultwarden,17-02-2018,2564,19-02-2025,5,Rust,913,69,2207,2196
git-flight-rules,Flight rules for git,https://github.com/k88hudson/git-flight-rules,22-07-2014,3870,27-08-2024,181,N/A,224,0,73,55
pm2,Node.js Production Process Manager with a built-in Load Balancer.,https://github.com/Unitech/pm2,21-05-2013,4297,21-02-2025,3,JavaScript,550,124,5037,4073
dbeaver,Free universal database tool and SQL client,https://github.com/dbeaver/dbeaver,21-10-2015,3414,22-02-2025,2,Java,5539,218,18453,15615
awesome-cheatsheets,"👩‍💻👨‍💻 Awesome cheatsheets for popular programming languages, frameworks and development tools. They include everything you should know in one single file.",https://github.com/LeCoupa/awesome-cheatsheets,09-11-2017,2664,24-08-2024,184,JavaScript,169,0,92,57
Alamofire,Elegant HTTP Networking in Swift,https://github.com/Alamofire/Alamofire,31-07-2014,3861,07-01-2025,48,Swift,650,102,2780,2743
edex-ui,"A cross-platform, customizable science fiction terminal emulator with advanced monitoring & touchscreen support.",https://github.com/GitSquared/edex-ui,28-01-2017,2949,19-10-2021,1224,JavaScript,399,29,559,553
JeecgBoot,🔥「AI 低代码平台」前后端分离 SpringBoot 2.x/3.x，SpringCloud，Ant Design&Vue3，Mybatis，Shiro！强大的代码生成器让前后端代码一键生成，无需写任何代码! 引领AI低代码开发模式 AI生成->OnlineCoding->代码生成->手工MERGE，帮助Java项目解决80%重复工作，让开发更关注业务，提高开发效率、节省成本，同时又不失灵活性,https://github.com/jeecgboot/JeecgBoot,26-11-2018,2282,20-02-2025,4,Java,88,53,6794,6758
LLaMA-Factory,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024),https://github.com/hiyouga/LLaMA-Factory,28-05-2023,638,20-02-2025,4,Python,395,32,5986,5693
monaco-editor,A browser based code editor,https://github.com/microsoft/monaco-editor,07-06-2016,3184,04-02-2025,20,JavaScript,463,91,3751,3134
yarn,The 1.x line is frozen - features and bugfixes now happen on https://github.com/yarnpkg/berry,https://github.com/yarnpkg/yarn,19-01-2016,3324,12-02-2025,12,JavaScript,1654,152,6597,4730
awesome-design-patterns,A curated list of software and architecture related design patterns.,https://github.com/DovAmir/awesome-design-patterns,04-06-2018,2457,25-10-2024,122,N/A,31,0,15,5
acme.sh,A pure Unix shell script implementing ACME client protocol,https://github.com/acmesh-official/acme.sh,26-12-2015,3348,23-02-2025,1,Shell,1375,44,3182,2171
prisma,"Next-generation ORM for Node.js & TypeScript | PostgreSQL, MySQL, MariaDB, SQL Server, SQLite, MongoDB and CockroachDB",https://github.com/prisma/prisma,20-06-2019,2076,23-02-2025,1,TypeScript,5746,209,10882,8677
FreeDomain,DigitalPlat FreeDomain: Free Domain For Everyone,https://github.com/DigitalPlatDev/FreeDomain,30-05-2024,270,21-02-2025,3,HTML,0,0,0,0
reactjs-interview-questions,List of top 500 ReactJS Interview Questions & Answers....Coding exercise questions are coming soon!!,https://github.com/sudheerj/reactjs-interview-questions,31-05-2018,2461,24-02-2025,0,JavaScript,157,0,107,101
GPT-SoVITS,1 min voice data can also be used to train a good TTS model! (few shot voice cloning),https://github.com/RVC-Boss/GPT-SoVITS,14-01-2024,407,24-02-2025,0,Python,281,1,1522,818
vue2-elm,Large single page application with 45 pages built on vue2 + vuex. 基于 vue2 + vuex 构建一个具有 45 个页面的大型单页面应用,https://github.com/bailicangdu/vue2-elm,23-12-2016,2985,09-12-2023,443,Vue,21,0,628,512
ChatGLM-6B,ChatGLM-6B: An Open Bilingual Dialogue Language Model | 开源双语对话语言模型,https://github.com/THUDM/ChatGLM-6B,13-03-2023,714,27-06-2024,242,Python,49,0,1305,749
what-happens-when,"An attempt to answer the age old interview question ""What happens when you type google.com into your browser and press enter?""",https://github.com/alex/what-happens-when,07-11-2013,4127,19-08-2024,189,N/A,108,0,290,53
uv,"An extremely fast Python package and project manager, written in Rust.",https://github.com/astral-sh/uv,02-10-2023,511,24-02-2025,0,Rust,5775,157,5342,4114
python-patterns,A collection of design patterns/idioms in Python,https://github.com/faif/python-patterns,06-06-2012,4646,05-09-2024,172,Python,265,0,89,78
metabase,The easy-to-use open source Business Intelligence and Embedded Analytics tool that lets everyone work with data :bar_chart:,https://github.com/metabase/metabase,02-02-2015,3675,24-02-2025,0,Clojure,28146,619,21675,17834
pyenv,Simple Python version management,https://github.com/pyenv/pyenv,31-08-2012,4560,14-02-2025,10,Roff,936,120,1812,1748
odoo,Odoo. Open Source Apps To Grow Your Business.,https://github.com/odoo/odoo,13-05-2014,3940,24-02-2025,0,Python,6179,0,18043,15013
dubbo,The java implementation of Apache Dubbo. An RPC and microservice framework.,https://github.com/apache/dubbo,19-06-2012,4633,21-02-2025,3,Java,5584,107,7133,6339
styled-components,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress 💅,https://github.com/styled-components/styled-components,16-08-2016,3114,05-02-2025,19,TypeScript,953,172,2924,2639
spark,Apache Spark - A unified analytics engine for large-scale data processing,https://github.com/apache/spark,25-02-2014,4017,24-02-2025,0,Scala,7,0,0,0
swiper,Most modern mobile touch slider with hardware accelerated transitions,https://github.com/nolimits4web/swiper,14-03-2012,4730,17-02-2025,7,JavaScript,592,81,5654,5485
LLMs-from-scratch,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step",https://github.com/rasbt/LLMs-from-scratch,23-07-2023,582,23-02-2025,1,Jupyter Notebook,281,0,120,120
nw.js,Call all Node.js modules directly from DOM/WebWorker and enable a new way of writing applications with all Web technologies.,https://github.com/nwjs/nw.js,04-01-2012,4800,19-02-2025,5,JavaScript,575,0,7361,6430
uni-app,A cross-platform framework using Vue.js,https://github.com/dcloudio/uni-app,12-07-2018,2419,24-02-2025,0,JavaScript,322,0,4692,3638
ColossalAI,"Making large AI models cheaper, faster and more accessible",https://github.com/hpcaitech/ColossalAI,28-10-2021,1215,23-02-2025,1,Python,3620,48,1690,1280
diagrams,:art: Diagram as Code for prototyping cloud system architectures,https://github.com/mingrammer/diagrams,02-02-2020,1849,23-02-2025,1,Python,305,43,519,213
CPlusPlusThings,C++那些事,https://github.com/Light-City/CPlusPlusThings,14-07-2019,2052,14-06-2024,255,C++,72,0,226,218
vuetify,🐉 Vue Component Framework,https://github.com/vuetifyjs/vuetify,12-09-2016,3087,23-02-2025,1,TypeScript,4068,577,14469,13945
maybe,The OS for your personal finances,https://github.com/maybe-finance/maybe,01-01-2024,420,21-02-2025,3,Ruby,848,25,562,525
kong,🦍 The Cloud-Native API Gateway and AI Gateway.,https://github.com/Kong/kong,17-11-2014,3752,24-02-2025,0,Lua,6382,144,4475,4420
stablediffusion,High-Resolution Image Synthesis with Latent Diffusion Models,https://github.com/Stability-AI/stablediffusion,23-11-2022,824,10-10-2024,137,Python,18,0,318,76
ailearning,AiLearning：数据分析+机器学习实战+线性代数+PyTorch+NLTK+TF2,https://github.com/apachecn/ailearning,25-02-2017,2921,12-11-2024,104,Python,478,2,128,126
sentry,Developer-first error tracking and performance monitoring,https://github.com/getsentry/sentry,30-08-2010,5292,24-02-2025,0,Python,62684,145,14619,12511
autogen,A programming framework for agentic AI 🤖 PyPi: autogen-agentchat Discord: https://aka.ms/autogen-discord Office Hour: https://aka.ms/autogen-officehour,https://github.com/microsoft/autogen,18-08-2023,556,24-02-2025,0,Python,2068,75,2482,1966
hexo,"A fast, simple & powerful blog framework, powered by Node.js.",https://github.com/hexojs/hexo,23-09-2012,4537,13-02-2025,11,TypeScript,932,114,3965,3887
fastlane,🚀 The easiest way to automate building and releasing your iOS and Android apps,https://github.com/fastlane/fastlane,02-12-2014,3737,22-02-2025,2,Ruby,6212,548,13085,12472
black,The uncompromising Python code formatter,https://github.com/psf/black,14-03-2018,2539,20-02-2025,4,Python,1536,46,2668,2325
nvm-windows,A node.js version management utility for Windows. Ironically written in Go.,https://github.com/coreybutler/nvm-windows,20-09-2014,3810,08-01-2025,47,Go,107,23,892,817
ragflow,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.,https://github.com/infiniflow/ragflow,12-12-2023,440,24-02-2025,0,TypeScript,2257,21,2575,1487
nanoGPT,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",https://github.com/karpathy/nanoGPT,28-12-2022,789,09-12-2024,77,Python,45,0,324,105
cobra,A Commander for modern Go CLI interactions,https://github.com/spf13/cobra,03-09-2013,4192,21-02-2025,3,Go,609,24,1180,971
iina,The modern video player for macOS.,https://github.com/iina/iina,19-12-2016,2989,20-02-2025,4,Swift,776,44,4034,2305
fanqiang,翻墙-科学上网,https://github.com/bannedbook/fanqiang,14-01-2015,3694,20-02-2025,4,Kotlin,3,3,779,458
llama_index,LlamaIndex is the leading framework for building LLM-powered agents over your data.,https://github.com/run-llama/llama_index,02-11-2022,845,22-02-2025,2,Python,6081,360,5906,5244
termux-app,Termux - a terminal emulator application for Android OS extendible by variety of packages.,https://github.com/termux/termux-app,23-10-2015,3412,24-01-2025,31,Java,160,91,2765,2407
ClickHouse,ClickHouse® is a real-time analytics database management system,https://github.com/ClickHouse/ClickHouse,02-06-2016,3189,24-02-2025,0,C++,44626,626,22822,19017
vllm,A high-throughput and memory-efficient inference and serving engine for LLMs,https://github.com/vllm-project/vllm,09-02-2023,746,24-02-2025,0,Python,4682,50,6675,5391
